bld_key,unit_seq,ho_nm,flr_no,ho_nm_source_cd
104318952,1,,,field
10431100220017,1,,,field
10431100237502,1,본가구,1,implicit
104318934,1,본가구,1,implicit
10431100264481,1,,,field
10431100264481,2,,,field
10431100264481,3,,,field
10431100264481,4,,,field
10431100264481,5,,,field
10431100264481,6,,,field
10431100264481,7,,,field
10431100264481,8,,,field
10431100264481,9,,,field
10431100264481,10,,,field
10431100264481,11,,,field
10431100264481,12,,,field
104318939,1,본가구,1,implicit
10431100202156,1,본가구,1,implicit
104318940,1,본가구,1,implicit
104318957,1,1층 101호,0,expos
104318957,2,1층 102호,0,expos
104318957,3,2층 201호,0,expos
104318957,4,2층 202호,0,expos
104318957,5,3층 301호,0,expos
104318957,6,3층 302호,0,expos
104318957,7,4층 501호,0,expos
104318957,8,4층 502호,0,expos
104318957,9,지층 B01호,0,expos
104318942,1,본가구,1,implicit
104318959,1,1층 101,0,expos
104318959,2,1층 102,0,expos
104318959,3,2층 201,0,expos
104318959,4,2층 202,0,expos
104318959,5,3층 301,0,expos
104318959,6,3층 302,0,expos
104318959,7,4층 501,0,expos
104318959,8,4층 502,0,expos
104318959,9,지층 B01,0,expos
1000000000000003926184,1,본가구,1,implicit
10431100277411,1,,,field
10431100277414,1,,,field
10431100277412,1,,,field
10431100277416,1,,,field
10431100277415,1,,,field
10431100277417,1,,,field
10431100277410,1,,,field
10431100277413,1,,,field
10431100277418,1,,,field
1000000000000006394335,1,본가구,1,implicit
1000000000000000383504,1,본가구,1,implicit
1000000000000000383508,1,본가구,1,implicit
1000000000000002121811,1,본가구,1,implicit
1000000000000002565574,1,본가구,1,implicit
1000000000000004931877,1,본가구,1,implicit
1000000000000001392739,1,,,field
1000000000000001392739,2,,,field
1000000000000001392739,3,,,field
1000000000000001392739,4,,,field
1000000000000001392739,5,,,field
1000000000000000558559,1,,,field
1000000000000000558559,2,,,field
1000000000000000558559,3,,,field
1000000000000000558559,4,,,field
1000000000000000558559,5,,,field
1000000000000000558559,6,,,field
1000000000000000280865,1,,,field
1000000000000000280865,2,,,field
1000000000000000280865,3,,,field
1000000000000000280865,4,,,field
1000000000000000280865,5,,,field
1000000000000000280865,6,,,field
1000000000000000300780,1,,,field
1000000000000000300780,2,,,field
1000000000000000300780,3,,,field
1000000000000000300780,4,,,field
1000000000000000300780,5,,,field
1000000000000000300780,6,,,field
1000000000000000300480,1,,,field
1000000000000000300480,2,,,field
1000000000000000300480,3,,,field
1000000000000000300480,4,,,field
1000000000000000300480,5,,,field
1000000000000000300480,6,,,field
1000000000000000300355,1,,,field
1000000000000000300355,2,,,field
1000000000000000300355,3,,,field
1000000000000000300355,4,,,field
1000000000000000300355,5,,,field
1000000000000000300355,6,,,field
1000000000000000300096,1,,,field
1000000000000000300096,2,,,field
1000000000000000300096,3,,,field
1000000000000000300096,4,,,field
1000000000000000300096,5,,,field
1000000000000000300096,6,,,field
1000000000000000902826,1,,,field
1000000000000000902826,2,,,field
1000000000000000902826,3,,,field
1000000000000000902826,4,,,field
1000000000000000902826,5,,,field
1000000000000000902826,6,,,field
1000000000000000664608,1,,,field
1000000000000000664608,2,,,field
1000000000000000664608,3,,,field
1000000000000000664608,4,,,field
1000000000000000664608,5,,,field
1000000000000000664608,6,,,field
1000000000000000664607,1,,,field
1000000000000000664607,2,,,field
1000000000000000664607,3,,,field
1000000000000000664607,4,,,field
1000000000000000664607,5,,,field
1000000000000000664607,6,,,field
1000000000000000664605,1,,,field
1000000000000000664605,2,,,field
1000000000000000664605,3,,,field
1000000000000000664605,4,,,field
1000000000000000664605,5,,,field
1000000000000000664605,6,,,field
1000000000000003472324,1,,,field
1000000000000003472324,2,,,field
1000000000000003472324,3,,,field
1000000000000003472324,4,,,field
1000000000000003472324,5,,,field
1000000000000003472324,6,,,field
1000000000000003472306,1,,,field
1000000000000003472306,2,,,field
1000000000000003472306,3,,,field
1000000000000003472306,4,,,field
1000000000000003472306,5,,,field
1000000000000003472306,6,,,field
1000000000000003472306,7,,,field
1000000000000003472306,8,,,field
1000000000000003472191,1,,,field
1000000000000003472191,2,,,field
1000000000000003472191,3,,,field
1000000000000003472191,4,,,field
1000000000000003472191,5,,,field
1000000000000003472191,6,,,field
1000000000000003472191,7,,,field
1000000000000003472191,8,,,field
1000000000000003472205,1,,,field
1000000000000003472205,2,,,field
1000000000000003472205,3,,,field
1000000000000003472205,4,,,field
1000000000000003472205,5,,,field
1000000000000003472205,6,,,field
1000000000000003472353,1,,,field
1000000000000003472353,2,,,field
1000000000000003472353,3,,,field
1000000000000003472353,4,,,field
1000000000000003472353,5,,,field
1000000000000003472353,6,,,field
1000000000000003472398,1,,,field
1000000000000003472343,1,,,field
1000000000000003472343,2,,,field
1000000000000003472343,3,,,field
1000000000000003472343,4,,,field
1000000000000003472219,1,,,field
1000000000000003472219,2,,,field
1000000000000003472219,3,,,field
1000000000000003472219,4,,,field
1000000000000003472219,5,,,field
1000000000000003472219,6,,,field
1000000000000003472336,1,,,field
1000000000000003472336,2,,,field
1000000000000003472336,3,,,field
1000000000000003472336,4,,,field
1000000000000003472336,5,,,field
1000000000000003472336,6,,,field
1000000000000003472290,1,,,field
1000000000000003472290,2,,,field
1000000000000003472290,3,,,field
1000000000000003472290,4,,,field
1000000000000003472295,1,,,field
1000000000000003472295,2,,,field
1000000000000003472295,3,,,field
1000000000000003472295,4,,,field
1000000000000003472295,5,,,field
1000000000000003472295,6,,,field
1000000000000003472295,7,,,field
1000000000000003472295,8,,,field
1000000000000003472295,9,,,field
1000000000000003472295,10,,,field
1000000000000003472212,1,,,field
1000000000000003472212,2,,,field
1000000000000003472212,3,,,field
1000000000000003472212,4,,,field
1000000000000003472212,5,,,field
1000000000000003472212,6,,,field
1000000000000003472283,1,,,field
1000000000000003472283,2,,,field
1000000000000003472283,3,,,field
1000000000000003472283,4,,,field
1000000000000003472283,5,,,field
1000000000000003472283,6,,,field
1000000000000003472348,1,101,2,expos
1000000000000003472348,2,102,2,expos
1000000000000003472348,3,103,2,expos
1000000000000003472348,4,104,2,expos
1000000000000003472397,1,,,field
1000000000000003472331,1,101,2,expos
1000000000000003472331,2,102,2,expos
1000000000000003472331,3,103,2,expos
1000000000000003472331,4,104,2,expos
1000000000000003472315,1,,,field
1000000000000003472315,2,,,field
1000000000000003472315,3,,,field
1000000000000003472315,4,,,field
1000000000000003472315,5,,,field
1000000000000003472315,6,,,field
1000000000000003472315,7,,,field
1000000000000003472315,8,,,field
1000000000000003472226,1,,,field
1000000000000003472226,2,,,field
1000000000000003472226,3,,,field
1000000000000003472226,4,,,field
1000000000000003472226,5,,,field
1000000000000003472226,6,,,field
1000000000000003472200,1,101,2,expos
1000000000000003472200,2,102,2,expos
1000000000000003472200,3,103,2,expos
1000000000000003472200,4,104,2,expos
10431100296233,1,,,field
10431100296227,1,,,field
10431100296230,1,,,field
10431100296232,1,,,field
10431100296228,1,,,field
10431100296229,1,,,field
10431100296231,1,,,field
1000000000000006842959,1,,,field
1000000000000006842948,1,,,field
1000000000000006842957,1,,,field
1000000000000006842962,1,,,field
1000000000000006842953,1,,,field
1000000000000006842949,1,,,field
1000000000000006842965,1,,,field
1000000000000006842954,1,,,field
1000000000000006842952,1,,,field
1000000000000006842961,1,,,field
1000000000000006842963,1,,,field
1000000000000006842951,1,,,field
1000000000000006842950,1,,,field
1000000000000006842958,1,,,field
1000000000000006842955,1,,,field
1000000000000006842964,1,,,field
1000000000000006842956,1,,,field
1000000000000006842960,1,,,field
10431100274161,1,,,field
10431100274165,1,,,field
10431100274162,1,,,field
10431100274169,1,,,field
10431100274155,1,,,field
10431100274167,1,,,field
10431100274164,1,,,field
10431100274166,1,,,field
10431100274158,1,,,field
10431100274159,1,,,field
10431100274157,1,,,field
10431100274160,1,,,field
10431100274170,1,,,field
10431100274168,1,,,field
10431100274163,1,,,field
10431100274156,1,,,field
10431100274674,1,,,field
10431100274682,1,,,field
10431100274677,1,,,field
10431100274679,1,,,field
10431100274675,1,,,field
10431100274680,1,,,field
10431100274678,1,,,field
10431100274681,1,,,field
10431100274683,1,,,field
10431100274676,1,,,field
10431100275777,1,,,field
10431100275769,1,,,field
10431100275775,1,,,field
10431100275776,1,,,field
10431100275772,1,,,field
10431100275773,1,,,field
10431100275778,1,,,field
10431100275770,1,,,field
10431100275771,1,,,field
10431100275779,1,,,field
10431100275774,1,,,field
10431100280531,1,,,field
10431100280530,1,,,field
10431100280526,1,,,field
10431100280535,1,,,field
10431100280536,1,,,field
10431100280534,1,,,field
10431100280527,1,,,field
10431100280533,1,,,field
10431100280532,1,,,field
10431100280529,1,,,field
10431100280528,1,,,field
10431100279752,1,,,field
10431100279753,1,,,field
10431100279750,1,,,field
10431100279748,1,,,field
10431100279751,1,,,field
10431100279743,1,,,field
10431100279745,1,,,field
10431100279744,1,,,field
10431100279746,1,,,field
10431100279754,1,,,field
10431100279749,1,,,field
10431100279747,1,,,field
10431100282399,1,,,field
10431100282398,1,,,field
10431100282400,1,,,field
10431100282397,1,,,field
10431100295783,1,,,field
10431100295782,1,,,field
10431100295789,1,,,field
10431100295784,1,,,field
10431100295786,1,,,field
10431100295781,1,,,field
10431100295785,1,,,field
10431100295788,1,,,field
10431100295787,1,,,field
10431100295780,1,,,field
10431100278210,1,,,field
10431100278213,1,,,field
10431100278214,1,,,field
10431100278212,1,,,field
10431100278211,1,,,field
1000000000000002434027,1,,,field
1000000000000002434027,2,,,field
1000000000000002434027,3,,,field
1000000000000002434027,4,,,field
10431100285281,1,,,field
10431100285281,2,,,field
10431100285281,3,,,field
10431100285281,4,,,field
10431100285281,5,,,field
10431100282581,1,,,field
10431100282581,2,,,field
10431100282581,3,,,field
10431100282581,4,,,field
10431100282581,5,,,field
10431100288841,1,,,field
10431100288841,2,,,field
10431100288841,3,,,field
10431100283421,1,,,field
10431100283421,2,,,field
10431100283421,3,,,field
1000000000000001455109,1,,,field
1000000000000001455109,2,,,field
1000000000000001455109,3,,,field
1000000000000001455109,4,,,field
1000000000000001455109,5,,,field
10431100285301,1,,,field
10431100285301,2,,,field
10431100285301,3,,,field
10431100285301,4,,,field
10431100285301,5,,,field
10431100299121,1,,,field
10431100299121,2,,,field
10431100299121,3,,,field
10431100299121,4,,,field
10431100299121,5,,,field
1000000000000000416695,1,,,field
1000000000000000416695,2,,,field
1000000000000000416695,3,,,field
1000000000000000416695,4,,,field
1000000000000000416695,5,,,field
1000000000000002710650,1,,,field
1000000000000002710650,2,,,field
1000000000000002710650,3,,,field
1000000000000002710650,4,,,field
1000000000000002710650,5,,,field
1000000000000001890900,1,,,field
1000000000000001890900,2,,,field
1000000000000001890900,3,,,field
1000000000000001890900,4,,,field
1000000000000001890900,5,,,field
10431100290276,1,,,field
10431100290276,2,,,field
10431100290276,3,,,field
10431100290276,4,,,field
10431100290276,5,,,field
10431100285401,1,본가구,1,implicit
1000000000000000294744,1,,,field
1000000000000000294744,2,,,field
1000000000000000294744,3,,,field
1000000000000000294744,4,,,field
1000000000000000294744,5,,,field
1000000000000001819109,1,,,field
1000000000000001819109,2,,,field
1000000000000001819109,3,,,field
10431100286961,1,,,field
10431100286961,2,,,field
10431100286961,3,,,field
10431100289041,1,,,field
10431100289041,2,,,field
10431100289041,3,,,field
10431100289041,4,,,field
10431100289041,5,,,field
10431100287401,1,,,field
10431100287401,2,,,field
10431100287401,3,,,field
10431100285481,1,,,field
10431100285481,2,,,field
10431100285481,3,,,field
10431100285481,4,,,field
10431100285481,5,,,field
10431100291741,1,,,field
10431100291741,2,,,field
10431100291741,3,,,field
10431100283121,1,본가구,1,implicit
1000000000000000279875,1,,,field
1000000000000000279875,2,,,field
1000000000000000279875,3,,,field
1000000000000000279875,4,,,field
1000000000000000279875,5,,,field
1000000000000004274265,1,본가구,1,implicit
1000000000000001332308,1,,,field
1000000000000001332308,2,,,field
1000000000000001332308,3,,,field
1000000000000007085063,1,,,field
1000000000000007085063,2,,,field
1000000000000007085063,3,,,field
1000000000000007085063,4,,,field
1000000000000007085063,5,,,field
1000000000000005443836,1,,,field
1000000000000005443836,2,,,field
1000000000000005443836,3,,,field
1000000000000005443836,4,,,field
1000000000000005443836,5,,,field
10431100286881,1,,,field
10431100286881,2,,,field
10431100286881,3,,,field
10431100286881,4,,,field
10431100286881,5,,,field
1000000000000000765983,1,,,field
1000000000000000765983,2,,,field
1000000000000000765983,3,,,field
1000000000000000765983,4,,,field
1000000000000000765983,5,,,field
10431100279061,1,,,field
10431100279061,2,,,field
10431100279061,3,,,field
10431100279061,4,,,field
10431100279061,5,,,field
1000000000000000765928,1,,,field
1000000000000000765928,2,,,field
1000000000000000765928,3,,,field
1000000000000000765928,4,,,field
1000000000000000765928,5,,,field
10431100283781,1,,,field
10431100283781,2,,,field
10431100283781,3,,,field
10431100283781,4,,,field
10431100283781,5,,,field
1000000000000001517386,1,,,field
1000000000000001517385,1,,,field
1000000000000001517389,1,,,field
1000000000000001517388,1,,,field
1000000000000001517390,1,,,field
1000000000000001517387,1,,,field
1000000000000001517393,1,,,field
1000000000000001517392,1,,,field
1000000000000001517384,1,,,field
1000000000000001517371,1,,,field
1000000000000001517391,1,,,field
104318960,1,본가구,1,implicit
104318962,1,본가구,1,implicit
104318965,1,본가구,1,implicit
104318966,1,본가구,1,implicit
10431100265661,1,본가구,1,implicit
10431100194692,1,본가구,1,implicit
104319008,1,본가구,1,implicit
104319013,1,본가구,1,implicit
104319015,1,본가구,1,implicit
104319016,1,본가구,1,implicit
104319017,1,본가구,1,implicit
104319018,1,본가구,1,implicit
104319019,1,본가구,1,implicit
104319020,1,본가구,1,implicit
104319021,1,본가구,1,implicit
104319023,1,본가구,1,implicit
10431100182428,1,본가구,1,implicit
104319025,1,본가구,1,implicit
104319029,1,본가구,1,implicit
104319028,1,본가구,1,implicit
104319030,1,본가구,1,implicit
104319031,1,본가구,1,implicit
104319032,1,본가구,1,implicit
104319033,1,본가구,1,implicit
10431100229897,1,본가구,1,implicit
104319035,1,본가구,1,implicit
104319037,1,본가구,1,implicit
104319038,1,본가구,1,implicit
104319039,1,본가구,1,implicit
1000000000000001352521,1,본가구,1,implicit
104319040,1,본가구,1,implicit
104319041,1,본가구,1,implicit
104319043,1,본가구,1,implicit
104319044,1,본가구,1,implicit
104319045,1,본가구,1,implicit
104319046,1,본가구,1,implicit
104319048,1,본가구,1,implicit
104319050,1,본가구,1,implicit
10431100233437,1,본가구,1,implicit
10431100233438,1,본가구,1,implicit
104319052,1,본가구,1,implicit
104319053,1,본가구,1,implicit
104319054,1,본가구,1,implicit
104319055,1,본가구,1,implicit
104319056,1,본가구,1,implicit
104319058,1,본가구,1,implicit
104319059,1,본가구,1,implicit
104319060,1,본가구,1,implicit
104319061,1,본가구,1,implicit
10431100287281,1,본가구,1,implicit
104319064,1,본가구,1,implicit
104319065,1,본가구,1,implicit
104319066,1,본가구,1,implicit
10431100204016,1,본가구,1,implicit
10431100205599,1,본가구,1,implicit
10431100205276,1,본가구,1,implicit
10431100205697,1,본가구,1,implicit
10431100191430,1,본가구,1,implicit
104319073,1,본가구,1,implicit
10431100191909,1,본가구,1,implicit
104319074,1,본가구,1,implicit
104319076,1,본가구,1,implicit
10431100270921,1,본가구,1,implicit
104319079,1,본가구,1,implicit
104319080,1,본가구,1,implicit
10431100194089,1,,,field
10431100194089,2,,,field
104319082,1,본가구,1,implicit
104319083,1,본가구,1,implicit
104319085,1,본가구,1,implicit
104319088,1,본가구,1,implicit
10431100191971,1,본가구,1,implicit
104319087,1,본가구,1,implicit
104319089,1,본가구,1,implicit
104319090,1,본가구,1,implicit
104319091,1,본가구,1,implicit
10431100200217,1,본가구,1,implicit
104319093,1,본가구,1,implicit
104319096,1,본가구,1,implicit
104319097,1,본가구,1,implicit
10431100201255,1,본가구,1,implicit
10431100198497,1,본가구,1,implicit
10431100198498,1,본가구,1,implicit
104319099,1,본가구,1,implicit
10431100271983,1,본가구,1,implicit
104319101,1,본가구,1,implicit
104319103,1,본가구,1,implicit
104319102,1,본가구,1,implicit
104319104,1,본가구,1,implicit
10431100192589,1,본가구,1,implicit
10431100191969,1,본가구,1,implicit
10431100259026,1,본가구,1,implicit
10431100261326,1,본가구,1,implicit
104319109,1,본가구,1,implicit
104319110,1,본가구,1,implicit
104319111,1,본가구,1,implicit
10431100184591,1,본가구,1,implicit
104319113,1,본가구,1,implicit
10431100191187,1,본가구,1,implicit
104319115,1,,,field
104319115,2,,,field
104319116,1,본가구,1,implicit
10431100191530,1,본가구,1,implicit
10431100192050,1,본가구,1,implicit
104319118,1,본가구,1,implicit
104319119,1,본가구,1,implicit
104319120,1,본가구,1,implicit
104319121,1,본가구,1,implicit
10431100226297,1,본가구,1,implicit
104319123,1,본가구,1,implicit
104319124,1,본가구,1,implicit
1000000000000002826492,1,본가구,1,implicit
104319125,1,본가구,1,implicit
104319126,1,본가구,1,implicit
104319127,1,본가구,1,implicit
104319128,1,본가구,1,implicit
104319132,1,본가구,1,implicit
104319133,1,본가구,1,implicit
104319134,1,본가구,1,implicit
104319135,1,본가구,1,implicit
104319136,1,본가구,1,implicit
10431100192690,1,본가구,1,implicit
104319161,1,본가구,1,implicit
104319163,1,본가구,1,implicit
104319164,1,본가구,1,implicit
104319165,1,본가구,1,implicit
104319162,1,본가구,1,implicit
104319166,1,본가구,1,implicit
104319167,1,본가구,1,implicit
104319169,1,본가구,1,implicit
104319168,1,본가구,1,implicit
104319170,1,본가구,1,implicit
104319171,1,본가구,1,implicit
104319172,1,본가구,1,implicit
104319173,1,본가구,1,implicit
104319174,1,본가구,1,implicit
104319175,1,본가구,1,implicit
104319176,1,본가구,1,implicit
10431100171629,1,본가구,1,implicit
104319178,1,본가구,1,implicit
104319179,1,본가구,1,implicit
104319611,1,,,field
104319611,2,,,field
104319611,3,,,field
104319611,4,,,field
104319611,5,,,field
104319611,6,,,field
104319611,7,,,field
10431100242243,1,본가구,1,implicit
104319182,1,본가구,1,implicit
104319183,1,본가구,1,implicit
104319184,1,본가구,1,implicit
10431100284961,1,본가구,1,implicit
104319613,1,,,field
104319613,2,,,field
104319613,3,,,field
104319613,4,,,field
104319613,5,,,field
104319613,6,,,field
104319185,1,본가구,1,implicit
104319187,1,본가구,1,implicit
104319186,1,본가구,1,implicit
104319188,1,본가구,1,implicit
10431100190507,1,본가구,1,implicit
104319190,1,본가구,1,implicit
104319192,1,본가구,1,implicit
104319193,1,본가구,1,implicit
104319191,1,본가구,1,implicit
104319195,1,본가구,1,implicit
104319196,1,본가구,1,implicit
104319197,1,본가구,1,implicit
104319198,1,본가구,1,implicit
104319199,1,본가구,1,implicit
104319200,1,본가구,1,implicit
104319203,1,본가구,1,implicit
104319204,1,본가구,1,implicit
104319205,1,본가구,1,implicit
104319206,1,본가구,1,implicit
104319207,1,본가구,1,implicit
104319208,1,본가구,1,implicit
104319209,1,본가구,1,implicit
104319210,1,본가구,1,implicit
104319211,1,본가구,1,implicit
104319213,1,본가구,1,implicit
104319215,1,본가구,1,implicit
104319216,1,본가구,1,implicit
104319214,1,본가구,1,implicit
104319614,1,101호,0,expos
104319614,2,102호,0,expos
104319614,3,201호,0,expos
104319614,4,202호,0,expos
104319614,5,301호,0,expos
104319614,6,302호,0,expos
104319614,7,501호,0,expos
104319614,8,502호,0,expos
104319615,1,101호,0,expos
104319615,2,102호,0,expos
104319615,3,201호,2,expos
104319615,4,202호,2,expos
104319615,5,301호,3,expos
104319615,6,302호,3,expos
104319615,7,501호,5,expos
104319615,8,502호,5,expos
104319217,1,본가구,1,implicit
104319218,1,본가구,1,implicit
104319219,1,본가구,1,implicit
104319220,1,본가구,1,implicit
104319221,1,본가구,1,implicit
104319222,1,본가구,1,implicit
104319223,1,본가구,1,implicit
104319224,1,본가구,1,implicit
104319616,1,101호,0,expos
104319616,2,102호,0,expos
104319616,3,201호,0,expos
104319616,4,202호,0,expos
104319616,5,301호,0,expos
104319616,6,302호,0,expos
104319226,1,본가구,1,implicit
104319227,1,본가구,1,implicit
104319228,1,본가구,1,implicit
104319229,1,본가구,1,implicit
104319230,1,본가구,1,implicit
104319231,1,본가구,1,implicit
10431100289542,1,본가구,1,implicit
104319233,1,본가구,1,implicit
104319234,1,본가구,1,implicit
104319235,1,본가구,1,implicit
104319236,1,본가구,1,implicit
104319237,1,본가구,1,implicit
104319239,1,본가구,1,implicit
104319238,1,본가구,1,implicit
10431100245421,1,본가구,1,implicit
104319242,1,본가구,1,implicit
104319243,1,본가구,1,implicit
104319244,1,본가구,1,implicit
104319249,1,본가구,1,implicit
104319251,1,본가구,1,implicit
104319256,1,본가구,1,implicit
104319255,1,본가구,1,implicit
104319257,1,본가구,1,implicit
10431100234441,1,본가구,1,implicit
10431100239684,1,본가구,1,implicit
104319262,1,본가구,1,implicit
104319264,1,본가구,1,implicit
104319265,1,본가구,1,implicit
104319266,1,본가구,1,implicit
104319267,1,본가구,1,implicit
104319268,1,본가구,1,implicit
104319269,1,본가구,1,implicit
104319271,1,본가구,1,implicit
104319273,1,본가구,1,implicit
104319274,1,본가구,1,implicit
10431100198435,1,본가구,1,implicit
104319276,1,본가구,1,implicit
104319277,1,본가구,1,implicit
104319279,1,본가구,1,implicit
104319282,1,본가구,1,implicit
104319283,1,본가구,1,implicit
104319284,1,본가구,1,implicit
104319285,1,본가구,1,implicit
104319286,1,본가구,1,implicit
104319287,1,본가구,1,implicit
104319289,1,본가구,1,implicit
104319290,1,본가구,1,implicit
104319291,1,본가구,1,implicit
104319292,1,본가구,1,implicit
104319293,1,본가구,1,implicit
104319294,1,본가구,1,implicit
104319295,1,본가구,1,implicit
104319296,1,본가구,1,implicit
104319298,1,본가구,1,implicit
104319299,1,본가구,1,implicit
104319303,1,본가구,1,implicit
104319304,1,본가구,1,implicit
10431100224597,1,,,field
10431100224597,2,,,field
10431100224597,3,,,field
10431100224597,4,,,field
10431100224597,5,,,field
10431100224597,6,,,field
10431100224597,7,,,field
10431100224597,8,,,field
10431100224597,9,,,field
10431100224597,10,,,field
10431100224597,11,,,field
10431100224597,12,,,field
10431100224597,13,,,field
10431100224597,14,,,field
10431100224597,15,,,field
10431100224597,16,,,field
10431100224597,17,,,field
10431100224597,18,,,field
10431100224597,19,,,field
104319305,1,본가구,1,implicit
104319306,1,본가구,1,implicit
104319307,1,본가구,1,implicit
104319308,1,본가구,1,implicit
10431100250684,1,본가구,1,implicit
104319310,1,본가구,1,implicit
10431100227081,1,본가구,1,implicit
104319311,1,본가구,1,implicit
104319312,1,본가구,1,implicit
104319313,1,본가구,1,implicit
10431100223638,1,본가구,1,implicit
104319318,1,본가구,1,implicit
104319319,1,본가구,1,implicit
104319321,1,본가구,1,implicit
104319322,1,본가구,1,implicit
10431100226201,1,본가구,1,implicit
104319324,1,본가구,1,implicit
104319326,1,본가구,1,implicit
104319327,1,본가구,1,implicit
104319328,1,본가구,1,implicit
104319329,1,본가구,1,implicit
104319330,1,본가구,1,implicit
104319617,1,,,field
104319617,2,,,field
104319617,3,,,field
104319617,4,,,field
104319617,5,,,field
104319617,6,,,field
104319617,7,,,field
104319617,8,,,field
104319617,9,,,field
104319617,10,,,field
104319617,11,,,field
104319617,12,,,field
104319331,1,본가구,1,implicit
10431100232331,1,,,field
10431100232333,1,,,field
10431100232330,1,,,field
10431100232332,1,,,field
10431100293941,1,본가구,1,implicit
10431100244242,1,본가구,1,implicit
104319345,1,본가구,1,implicit
104319346,1,본가구,1,implicit
104319347,1,본가구,1,implicit
10431100292761,1,본가구,1,implicit
104319349,1,본가구,1,implicit
104319350,1,본가구,1,implicit
104319351,1,본가구,1,implicit
104319352,1,본가구,1,implicit
104319353,1,본가구,1,implicit
104319354,1,본가구,1,implicit
1000000000000000483189,1,본가구,1,implicit
10431100268944,1,본가구,1,implicit
10431100268921,1,본가구,1,implicit
10431100280721,1,본가구,1,implicit
10431100264341,1,본가구,1,implicit
10431100276341,1,본가구,1,implicit
104319364,1,본가구,1,implicit
104319368,1,본가구,1,implicit
104319369,1,본가구,1,implicit
104319373,1,본가구,1,implicit
104319372,1,본가구,1,implicit
104319377,1,본가구,1,implicit
104319378,1,본가구,1,implicit
104319376,1,본가구,1,implicit
104319379,1,본가구,1,implicit
104319449,1,본가구,1,implicit
10431100249501,1,본가구,1,implicit
10431100232642,1,,,field
10431100232643,1,,,field
104319469,1,본가구,1,implicit
104319472,1,본가구,1,implicit
104319473,1,본가구,1,implicit
10431100213501,1,,,field
10431100213501,2,,,field
10431100213501,3,,,field
10431100213501,4,,,field
10431100213501,5,,,field
10431100213501,6,,,field
10431100213501,7,,,field
10431100213501,8,,,field
10431100213501,9,,,field
10431100213501,10,,,field
10431100213501,11,,,field
10431100213501,12,,,field
10431100213501,13,,,field
10431100213501,14,,,field
10431100213501,15,,,field
1000000000000007240663,1,본가구,1,implicit
104319479,1,본가구,1,implicit
104319549,1,본가구,1,implicit
104319480,1,본가구,1,implicit
104319483,1,본가구,1,implicit
104319484,1,본가구,1,implicit
104319486,1,본가구,1,implicit
104319487,1,본가구,1,implicit
104319488,1,본가구,1,implicit
104319485,1,본가구,1,implicit
104319489,1,본가구,1,implicit
10431100234998,1,본가구,1,implicit
10431100207940,1,,,field
10431100207940,2,,,field
10431100207940,3,,,field
10431100207940,4,,,field
10431100207940,5,,,field
10431100207940,6,,,field
10431100207940,7,,,field
10431100207940,8,,,field
10431100207940,9,,,field
10431100207940,10,,,field
10431100207940,11,,,field
10431100207940,12,,,field
10431100207940,13,,,field
104319494,1,본가구,1,implicit
10431100230477,1,본가구,1,implicit
104319495,1,본가구,1,implicit
10431100207941,1,,,field
10431100207941,2,,,field
10431100207941,3,,,field
10431100207941,4,,,field
10431100207941,5,,,field
10431100207941,6,,,field
10431100207941,7,,,field
10431100207941,8,,,field
10431100207941,9,,,field
10431100207941,10,,,field
10431100207941,11,,,field
10431100207941,12,,,field
10431100207941,13,,,field
104319496,1,본가구,1,implicit
104319498,1,본가구,1,implicit
104319499,1,본가구,1,implicit
104319500,1,본가구,1,implicit
104319501,1,본가구,1,implicit
10431100260561,1,본가구,1,implicit
104319504,1,본가구,1,implicit
10431100260702,1,본가구,1,implicit
104319505,1,본가구,1,implicit
104319506,1,본가구,1,implicit
1000000000000004994964,1,본가구,1,implicit
10431100253206,1,본가구,1,implicit
104319620,1,101호,0,expos
104319620,2,102호,0,expos
104319620,3,103호,0,expos
104319620,4,105호,0,expos
104319620,5,201호,0,expos
104319620,6,202호,0,expos
104319620,7,203호,0,expos
104319620,8,205호,0,expos
104319620,9,301호,0,expos
104319620,10,302호,0,expos
104319620,11,303호,0,expos
104319620,12,305호,0,expos
10431100233419,1,본가구,1,implicit
10431100233420,1,본가구,1,implicit
104319511,1,본가구,1,implicit
104319512,1,본가구,1,implicit
10431100257903,1,,,field
10431100257903,2,,,field
10431100257903,3,,,field
10431100257903,4,,,field
10431100257903,5,,,field
10431100257903,6,,,field
10431100257903,7,,,field
10431100257903,8,,,field
10431100257903,9,,,field
10431100257903,10,,,field
104319514,1,본가구,1,implicit
104319515,1,본가구,1,implicit
104319517,1,본가구,1,implicit
104319518,1,본가구,1,implicit
104319519,1,본가구,1,implicit
104319520,1,본가구,1,implicit
104319521,1,본가구,1,implicit
10431100285521,1,,,field
10431100285521,2,,,field
10431100285521,3,,,field
10431100285521,4,,,field
10431100285521,5,,,field
10431100285521,6,,,field
10431100285521,7,,,field
10431100285521,8,,,field
10431100285521,9,,,field
10431100285521,10,,,field
10431100285521,11,,,field
10431100285521,12,,,field
104319522,1,본가구,1,implicit
10431100297641,1,본가구,1,implicit
104319524,1,본가구,1,implicit
104319527,1,본가구,1,implicit
104319528,1,본가구,1,implicit
104319529,1,본가구,1,implicit
104319530,1,본가구,1,implicit
104319531,1,본가구,1,implicit
104319532,1,본가구,1,implicit
